1000 outputs of genrand64_int64()
15135708186471692165  2299029979515062339  9078871623274891883 12726298359596560014  5316256293385738147 
 8999601960338583788  1982085524635974955  5886875306637972982 11610374445646769782 12605176063380320141 
  851309936311262505 15353795503804839050  2546882316930466663 18320091035317015167  3195142464653095934 
  886491262199038078  8713960453473996447  8324434762840157001  8681275275860100681 10631834606277383332 
11163241934426611549  4906231715968178533 18314558631078662250 11883791610053272031 15995105718825922008 
 9363221496507012701  2138571586549868455  9560403613200371922  7404204053203191696 13409842609355473082 
 8476220310338747384  9984601077824971798  2625997393040625833 11914207840915382786  6499620564998669093 
12451668128158050351 12945416135150456778   438785103263736549  3640986542919260852   230066141547953559 
   88894211505956150 15484824963513689179  1556725148598989213 16023643530525406001 13236236953550260220 
 4113276598209986906 15545323064774716889  5629911770870990457  5033684067067697343  1504795521305907715 
15015142202135384166 10112269078931236848 18321693372040499634 16331574743988226056 10279253933074929327 
 2837582968135728622  4610684916419951482 11650081889892212210  1587393727437056937  4413028102313703960 
 6142924969471252688 11471822329386634232 15172555831593954604 14064256121762515643 10384040628638723866 
14139333684158172872 17614611679222680869  9556459639879317996  4979710950673797186  7123403964850687690 
 2427553139877613570 14163592747277620469  9506367795549035501 10060770673798685873 10831113983724383217 
  575369612136003493   274200841898733049  7817215420765709500 10091196469303682651 17406416754899957698 
 8868857919003844095  8343922937826425770  3116618454435864183 12399071767111193810 17562826642330676204 
 3705760336125758209  2943708345306168354 12941286267478588151  5281385820833185997  6906962688434597364 
13548521290117050913   317792945882500543 12076784476663503936 11888637980678135737 17108100659475741564 
 5893902719816280265  9957197456437596760 13247380766726500832 18056989841266350130  8001873971842571325 
 6794277031650235877  9535131741590086869 15807023593852940367  9335055681910157881 16410656261135015312 
 1883938816445929899 13731705254378223915  1899468870453780779  5012329725461541666  8623317733495529451 
 6402871135459012018  6837566232950207545  6771009395193078302  6640759142146199717 14351477855800521107 
16965914202027933579 15476611899496407345 10445152366703203908 11067452354970998659  9356521688707967521 
 4062658705021144450  5904373769822056747 17752484820022590761  6782850011857446526 17396475966728720389 
 4970431890127488582 17522135556400294655 10876310658402530605 16283847120559480062 14702947574259848060 
 7455119309984468438 14236993195102949446  9731720517681830127 17595507293191370255  3765867883746155180 
 8448824677237238081  5574079407202231918  1760658718463054505 15683581728037607928  6791319285346256688 
   70470044235831300 12826001204716829553 10965106824022272001  3131257979493538826  3949851760320353671 
 5250631371766937020  8741151806210158409  7899532781642480936  9952024063505466573  5359015655626554435 
 6306987636088117125  2084550293791900172 16952598405872407379 14248636978944746372  6938900073585184038 
 9995840224401391638  8411543461747401191 16357034658719161014   828061245472310131  8931275062176750069 
13201932322283700951 12579836022745163979  1980710971700272556 13565688411200219379 13840042080467902209 
 4692617832129765640  8546415143254453817 11062781720776378926    80047920077465475 12897705832176343546 
 2065322812348667331  9471554025775078244  7003687373379370634 11279469409837750164  1104934195259013287 
10878182566692925967   327042637044229904  4784860588032024724  8367417889804019522 10412982382833773210 
 9432200584500939229 14233315540364115879 15093693823906799158 10528013898670205541  8561178482319200054 
16106103099893500398  1019689598984815851 10703409786366695515  9948835300869598593  1871232339976223886 
16025958774719573075  3353435700692085238   847207046174961819  5551055594442198825 15201190353567634327 
  454473325166345068  9707222746106573234 12717730010624822256  7383670087727606358  2959312661159352711 
15074355198694730356  7798894464034391705  8567548827221621720 16862873755972681223  2700989856355493862 
16375715532111885098 13710131159556574268  5922640809603434701 17242905160581975752 15283836344170036264 
 8479358725270889171  9873917346055507885 11816273408974054622 10745765340767816813 14795501261396298397 
 4600120109493349146   786309636437020831 15708733889019042042 15655424741626385494  4679865857447086931 
12776512997872678212  4851003947817486350    81449787118364730  4662665234632842708  7483006760333015477 
 7354332382627113624 14906617216866942784  1746870049199347391 17423730395277215775 10664345172144405945 
13722740159125787898  9469065434317977829  3710305421449990917 15163346606746484236  1243517385338051554 
 6945178326051788615  3197239686708525829 10078570820132007629   404772340446273372  7618560324647901123 
  936136889686568233 17688078912258788879  4894968885487619297 15491157291487320455  8817615871359581349 
  103372787809575061 10919100400450243111 13882550864275329549  4688579895810138245 14593207405812480076 
14998091766656114618  1664209018657329846 16191311135090824539 17834921998695108362 14909074659210491657 
14077749539099057664 13306847184901085067 15580233291546747450 15328941048510430564  7748130195016253863 
17199294338944025671 11641676046478029529 12083791031063692691 16102915665534669837 16036218443527058813 
 1881598256265100760 12767735834097473214 17790431553120031231 12345410042826748863 10311023333548290994 
17765465641456094197 10913287551573506046 14428133211789157641  7284380356614539088  1348094451141944796 
14117034123764123640 16702424334085304623  3577346533864565883 13273350524802518228  3612015563228169683 
 4909291993849645969 18132252331945998455  1612482560950243521  1541854035825244838  1901934777028564366 
16252094443634645648 16349923284037464041  5486015750942407276  8505774042413070473 14055361361708882798 
10450700404119589083  1060296783071829106  8852687730791347419   683690719761145863 18106256477791678193 
 5010710078929952975 16848737823384688088  9741252396811505791    34756696277882314 15113251062910877682 
 4338506351889234863 12105289748923366696 13353555672920579595 17053891500147954364  5360208027542389857 
 5725833259939864933  6449211253174312612  2415420547222643571 17862199599712579486  5773599917152466384 
17078763847593089543 18438375433458263043 13715501542144237378  3700810569034499673 17330644677166319542 
 6759039626307111876  4605084911336054331  7235786476362448860   983481958172617762  5055528600461103966 
  384598317503621750  2694857272771870508 15187822905763755504 11430196053663905641 18089680965886301193 
  207073643601964599  7809039060613919455 11877598114226316937  1457618304397022222 18371472939154407570 
10240499824694544751  4430665108637371288 10815816382047329465  3675917799650589875  7427911855276374863 
13608223782130452513 16405322088518197588 16595965375415100610 17763736531970546897 11387418633168377442 
 7677359078906045823  1882936487605313824  7429504605069027335   664607670867290892 16738116950102419575 
  242904224117268843 17471226491018294466  4189330010520534640  3783428508752760471 14430777885668348645 
  174182126958194995  5654337624204784604  1880315740657619704 16154567747006837344 17789856905538532466 
 4720377054830524075  1809919936795617336 11140533229439242769  2177757127512273369 17806847479033730226 
16117541857290385554  8437745568915516158 14208302845613007506  3490726925976671085  5545236220563111232 
17976209256859297431  5931098056754050974 10670910994992667583  3995141100447599628  3401078796605628547 
14233783598231773981 14710766962614702279 18233476091679837293  8888029159497799159  2237328569737299597 
 6934344340081223567 16042908008303597876  1245506049044519114 10728922077852044355 16214362354436681160 
 3185536702098960996 15642082838543681947  4176249739261769557  1074429224818640299 15410835117890852998 
14913302302125638477  5305708609053599612 17570069154674403089   106638578044548597  8583392590789719228 
 7127746639724726293 11036798498226751291 11553966611540267987 16365124544200972945 10935267473992609250 
 2508323729994102484 16017027851242493270 12682459344998483395  8584246100601718999  7300375851291218796 
 1876150783111635366  7123328683109614209  8054631022543716790 17534649703043712135  6372893754937460500 
14368716668546074949 11559618137800088775   272245629108686183 14342310378976129415 18099663448679667412 
 5381665481401157848  7483536937393627954 13649459143123782836  2981500572877897518 15968337866323783994 
  840289777748644998  7857532204664382855 13625829065729627789 16770575295148224901  4487776325255045651 
16576437941441538474  4971348022544185164   301882759228091452 12793795760316089322 11745491964668613753 
 7506425610601381681 17981080855991286398  2975023984659674634 16363439694188066867  7760612416207152617 
13869861626895213921    44877199229904554 13637909098161825025 11662947856239641686 14068555997394565248 
  385865888749626918 14772790032166729369  3615081641561922562  3531030796588568067  6915854039649371112 
16931900386144195715 18096234224425454642  1887580666862681506 13026217918225562861  9984505440561378417 
 8645515873239879345  8517874890571500703  2002569462432831273 13474912958522919836  3399767002399534592 
15887818698213847306 17733640960267518459 13602563447656177949  9917170596927770432  2146835262342044432 
  967780551281246557   813744729324060885  5357490166200754088 12139569088424863257  6076243119771072932 
 2203447476904487296  9914362522872183183 10096089728387957931  1763243715708142075 11639009020406760109 
11839830502248502739  8762294987795018913  3639360395556806735 12621344578562554339 11331278018073706355 
 2694141743762183819 11913866988625597604  5809310796027382212  3162540720734574058  5070885346910077985 
 5564769900556676594 14420311184075959539 11350066834947734977  2089490788009102430 17460126943983608299 
14009263881099300513 17046975469903524237  9248732760715828574 11065415478002064894  8110859792625805602 
14442017945412060439   909527767827948577  7767035706374130987  5688316979291283829  4846339711342172364 
13354779340027691612  1366900497296577169  4361273332480426899  8950702735219565967 10810585381247996845 
12212032777941677254 12374897431214028923  3717303543344885884  5846103531037098727 13823247524502553979 
11942544111488391907  8379922557566867088  8123682229858924293 10315036835471992062 16189068920836194212 
14567011622829729836  7759609166367599232  2589027218194667419 18407810558473404326  8247120006641986773 
 1270953037267046454  7394122627610381833 12765550376384694611  7276185586344476749 15670655287927721789 
 2814699897552407159  7608993145697678838  2957471886087993001  7096438740076953036 16049690913967723339 
11174507500832912977 18106066185878485099  3411810540589195871 15398352912173856614  2790052427107279008 
  352066709925632054 11961739515367449919  3506666477427097355 11219218093044396062 17819657247578706461 
11561334383622609669  9536065244091778579  6610872970737513643 17643416765246291315 11633114777283025572 
10192767431115405120 13078942760904144710 11840573370578577866 12895248962999806014  2394585048349278315 
11623139453405588557  6231785427425990661 11668741347782466468 12355007086781315770  8863250241525811586 
18191096377659536708 14279407101080292196  3999916465156245095 10658642226506008645 12519583341798777418 
 1271451902632085841  8527507802545093432  6885299108575920324  9646898045841732764  7899601193854980225 
12467964527365097361 16268610433681446896  8719546600874286564 10426560201508843051  9833203262260777440 
 2259619892533949417 17090633453754722182 15139655545973558670 17224038022561641741  4893489502391981032 
 2669842964734161344   193492445132047686  6439908185338535991 17668202271164196102 13468295754659936536 
 7752760333390859730 10340271919531656556 15773687478916140073  9315555920826979823  1799959037565916042 
 2449588431667694553  4171342682053922558 14422793079819244537  6252579274778636463 12417096245100401295 
 7891421349970100030 12498549137475932130  2526051652615979149 13467133317471233008   600871533387433509 
16740448440565388817 13348999343359583229  2769299735814305537  6406116587265564941 10975627645519627801 
 4148708488869450848  9372730587039725121  2019436396975744338 15173599242381760716  1185372798460134334 
12841769133342281442  2154139686042387112 12374639617090201067  7239842369078532810  8226852752363352435 
14893054476228330817  7234943145359176597 16023422203848391058   936911343230652656 14598339741992481614 
 2837550795726183623 12693782167915362310 17320939678596339696 14853003826574680356 13398707412505697440 
 5053511014815297141  1234933977365794182 13695074082055750727  8951049142188491540 15761236257913918162 
 7604403617433478241  5054104224379734082  8735826646939695716 18310314666943363038  6596091216652859695 
 8396240926326202391  8743788724845596410 13991453525925121854  3773059365605879751 16970013003380974179 
 1557271604994248155  4275899649129380037  7701162221121041147  8007606070544827812  3320862855425541805 
17907413667180011821  6067392592161032566  6527576446280225468  9157161983519603766  5132121499418711443 
17605482381939974536  9633962926662604692  3062760037963243459 17655994594191888492 15126708340657424576 
11636288274984789647  7938689208000136756  5673460560629249315 11635125501057381330  1547733909476628899 
10926179755159289213 16218408391754463409  1902110155313427452 16968066178826280633   453786183317487265 
 5751478716103966143 12598157861927238197  3309227939823171061   951502015178395235  3424685228770330926 
12216495045989397905  2747131647549725528  5804402723865035768  9223691055338364083  7496704213577784542 
 6024472144287430472  2777308512234817697 16509673382708914305  5510907019456439985  9966472608163679839 
 7356335605304888505  5227285332999654036  1598601659879272115  4900509538704839514  4168118808172457134 
16014377630666577093  7686189593707511239  6138935792287776871  2015482591640438005  2223016735982667013 
12028582483559728301 17490086154309253392  2534906383384308610    37393251222555969   192666311888847522 
 8254575621996616608  7109583092371998011 10497732859177207822 18048788361495225718  6355383930626685725 
18057051709745121025  6229276032740541630  9191222038303871377  4580307188707304790  5622592840536115647 
18271542946979291233 13526867035464480167 14146439628994842215  6351754327521947685  2702284901960409288 
12010494321139304679  3611662435513594857  1168445334552781629  2794531097449957787 14127630380006725814 
 2109675498967756349 17857734251527636852 18428334015786867943 11288133499408367960  5020746585440772872 
14807637215367883538  1044362156323885099  8722070131264751009  3682722096386713379 13745924372733464109 
12697844393385363446 11354074004960050761  2672190602349840048 12815369552386798473  8420626935438977712 
  584341610059756844 13618801058589959997  4941732537386794041  5540782506733977344  2524628315127760831 
15316784385431813955   289312517287549432   661484517192595088     2279664378691028  4109890625683546422 
17775788255905385990  6948939148180443325 11713882557171084445  5030386130508057847 17249218518371157893 
 5343887912756721333  9435623567901669427  2275568138676082145  4087030122179021822 12078727042814524499 
  675715393079907011  8109556835183710417 17155399476277400380  5552191222557293918 13839554102814842053 
11073015281480007648 17936519654120064272 10374800422052847544  3975973807923145152  1222785364516695903 
 1275381849613363700  4049332087104201217  9762829455750524870  1811867175277038075  6015552462310222580 
 4741068384900936918 16058384858116718357 13680336551208647480 15905179668402284561  9926435505261988626 
 1268066611838948091 15999070472091624378  4052962793243308869  8263415407308150150  4919488098672524546 
 6414174005935356887  7717716410477538659  7045773264491437825 18391737505133023639 13596273423534165612 
12947860860650818445 16552498264881963616 16752584695792718035 14819760437281346581 15609349564053664905 
 5135689353099488539 10998237983839052354 16056996919976133507 17980395098652518398  7933796896057246540 
 9583755707826142814  2124611481205679032 14644052088155431712 17520955573585823292 10369391274542355480 
  449115864965106492  5339238559374494772 13460633989193154627  5556623562661526254  8236081984504163030 
 1856309721929125094  9279988629457480687  5757012945336324294 13063487072911615541 17378346983002443197 
 7205000346173153905 10352847417846057009  6152201821460008235  3611901204129259972  4862481472311198705 
 5238589102909805603  7128999087228151298 18350959991576073218 17885599614429063697   616521858667420372 

1000 outputs of genrand64_res53()
0.986510706297030 0.711844090991569 0.230054157901754 0.772229569751117 0.435599529122585 
0.959822493605886 0.359462553752369 0.128050938621685 0.795436139642413 0.442140079068554 
0.052878402875248 0.494467274216521 0.500983428071253 0.586215291640038 0.900787097710641 
0.221511380288164 0.831802320175897 0.334978928735547 0.761123848087436 0.378824098134746 
0.045743230176890 0.952562230135661 0.965374391031776 0.079678779381237 0.563694472136828 
0.037301997888300 0.842986657320443 0.646531807070514 0.300378222351525 0.002347377096187 
0.921342707043880 0.386169785899930 0.179323205906833 0.349133743963230 0.871612888695438 
0.065683273574692 0.897960713725388 0.219707304629968 0.774992644017201 0.141974466043914 
0.741606552745813 0.362511215983927 0.775853945283449 0.302167687598321 0.429783630683856 
0.779636266785497 0.470928277204967 0.972156861079013 0.087789916544392 0.752594233033314 
0.995130551244982 0.018089831242854 0.326650397964541 0.799984691719276 0.575524476181558 
0.616183941113440 0.535909945100733 0.926341037234769 0.899090901811006 0.307891988825550 
0.586287362166923 0.490685249770357 0.062296832052102 0.585714057978782 0.305364703231873 
0.564954658916069 0.973632982297661 0.459223904293880 0.037639123613040 0.856503578470185 
0.080269569684093 0.870516063925594 0.017066144201208 0.441126471996656 0.053774010871702 
0.263732631827953 0.454039141691141 0.863480094641421 0.610264438604570 0.611484541375686 
0.099080077424244 0.383282472411038 0.864767841140337 0.443446764546477 0.381607669569310 
0.572603950692370 0.228724932320331 0.316138673017598 0.254558925381084 0.139376895431791 
0.618013117574639 0.921619090703439 0.506731974009276 0.482460412136874 0.171351254386724 
0.741890465415633 0.832323676595505 0.391459686819240 0.721045694614366 0.895997366995652 
0.427965172426701 0.675437298959261 0.658069141037758 0.899294934206244 0.456909988835543 
0.878092747305551 0.569327283564643 0.235385461329945 0.956614355403011 0.620929516620004 
0.823327289850526 0.902278847625003 0.899570552083663 0.329749634754988 0.971180530370666 
0.145699735023621 0.669809259649343 0.099557999322194 0.422019975567558 0.170722750197185 
0.351111937902514 0.780585743898202 0.905964778713488 0.696472023498707 0.618625888410161 
0.828727370197304 0.070098030404582 0.685145513192671 0.625621641745842 0.876071963149790 
0.622967111445738 0.465750609762767 0.398827645447854 0.948623100928118 0.139255998772371 
0.520760418397974 0.049515442505176 0.632290471072877 0.071152698442621 0.244054537947517 
0.747463318690889 0.732780433078919 0.402996382133326 0.137113808190587 0.702194440804389 
0.923515506377719 0.175117684480195 0.214142999055277 0.850503766116250 0.124444345154859 
0.418163430813841 0.525789651428174 0.912435488966356 0.405962415713505 0.253480612401291 
0.971097531271563 0.471633787468778 0.331382006327880 0.617076862958763 0.840748672527790 
0.686679913135214 0.267130078321707 0.503917105787894 0.862650229387475 0.820122119680505 
0.114708084136389 0.969493527116330 0.256526831469931 0.421878302284914 0.628392329311954 
0.179621109457019 0.346726335096242 0.452524783745531 0.335802405735208 0.892662501156406 
0.505494228386145 0.165549351830143 0.242831625154150 0.412909459965638 0.179497495450485 
0.078705528055716 0.979791936799868 0.740661169583570 0.956759782317539 0.270350040017172 
0.352170458024282 0.893854297915240 0.335893449087978 0.479922314256604 0.156020719877990 
0.053406099874611 0.612772368365522 0.171793994805953 0.143604645519961 0.698463378036704 
0.847998821052510 0.487752507087451 0.237154022765695 0.574624784366725 0.351038603909498 
0.353349033179240 0.511371140212351 0.472335232672967 0.435954447368749 0.282213958018334 
0.149677212985291 0.331002221944004 0.178623896383379 0.562805396414776 0.749494253038962 
0.366766748732937 0.129338345688699 0.568953828257800 0.893016801510460 0.330029279317101 
0.190797845999807 0.118931260226131 0.521784706452001 0.031542106459827 0.592046417627609 
0.187243767648127 0.051427721587826 0.178613089342559 0.033681995020586 0.642723517644863 
0.900592876310321 0.908480359066520 0.396583119455526 0.470976508038327 0.648792055962361 
0.216162049811191 0.151934521014000 0.596323533362788 0.464769003931305 0.146046017018637 
0.056565130298470 0.202265836664998 0.901321861625215 0.433678649621962 0.419449874584056 
0.014167766717415 0.264055751823393 0.859294752418408 0.490614595183049 0.693241267044641 
0.720887989172700 0.169123566161682 0.826433283472795 0.605292704468298 0.803843102019458 
0.256393503601789 0.513248504023836 0.676348142568254 0.075320597313217 0.784395399815739 
0.934661839427253 0.714428177250787 0.672000740209592 0.825354666635415 0.728591538441893 
0.357272566152629 0.585730154490056 0.450155990404198 0.087010056653603 0.378860087508791 
0.529397321242958 0.841755782489208 0.671385284349716 0.001168750634857 0.440000072989987 
0.585512625048416 0.579253219773502 0.531349617839362 0.232113115079306 0.096425278695608 
0.359422069897239 0.374908095376322 0.516769565704142 0.488693593621776 0.597155934809393 
0.925140664928140 0.803520344649557 0.887484933685176 0.405436374300951 0.348665175316588 
0.365128543511722 0.157148842805109 0.630107967168204 0.490835199770777 0.596145217680014 
0.029165160941679 0.635992374985591 0.004807500534146 0.605489162173598 0.870802800875574 
0.411089058653429 0.100275272516350 0.478734482666905 0.580509043463719 0.046968086095969 
0.104234345333216 0.433741948208253 0.311480366550928 0.715209493805906 0.354557401810567 
0.095572464246629 0.857289106284060 0.022283451008788 0.147909903210803 0.444189731435722 
0.136460310856138 0.436441025206991 0.901533844809877 0.446578065732372 0.056590712038838 
0.894521026098296 0.073237923642752 0.925165496639698 0.208695112918815 0.091203129163460 
0.554940689994937 0.507614221671564 0.791075369249199 0.207518881794979 0.058819811535615 
0.352619689697928 0.735304674248661 0.145046845688582 0.610671637223101 0.040463542989932 
0.535449242621492 0.039028348233064 0.682124411263971 0.865230896835430 0.457973670901511 
0.635174647088089 0.350458722639589 0.277128934750198 0.127556360176911 0.260972322925069 
0.422304157317049 0.464442539099636 0.177293023044187 0.896402668738013 0.220369004450667 
0.698947981352540 0.431721495981335 0.066328195445470 0.313627278460124 0.303928670474182 
0.213463388744012 0.194103877683499 0.601465506245152 0.130102787883636 0.810668220583156 
0.747964017027852 0.081745516879109 0.291491648064417 0.068776379562735 0.514092771362316 
0.542421455795663 0.957436700289214 0.591585482344107 0.128660586659433 0.500053040559737 
0.043546643721029 0.372723539495747 0.341662976778969 0.992261806137956 0.468909643405030 
0.001244925699244 0.883897864706158 0.077469526528245 0.060572561387014 0.458133156136753 
0.050741509653106 0.830348382578960 0.861702032038660 0.071979520889726 0.285784427702847 
0.263541244636422 0.164337521195273 0.657841275778101 0.842104817461240 0.746457376408706 
0.046033469753820 0.978086045890305 0.850866170746054 0.486480614752463 0.988695806127824 
0.014068784870902 0.606513272758066 0.301764936789856 0.839677102447922 0.883146535682592 
0.934785086218340 0.458625526571165 0.537891631533715 0.250657953728915 0.198787818206685 
0.430323337530232 0.321669441217149 0.948012972625195 0.725132492540638 0.642165337051178 
0.409229884129656 0.645609933348583 0.498380856501853 0.017677073512823 0.869276287965833 
0.011460618533598 0.990432439514245 0.101771506057957 0.564258128058538 0.914003821616374 
0.478102223307575 0.290482991789001 0.745074022941432 0.382736890594275 0.762116763185789 
0.040075679592220 0.019772517903922 0.339641959195978 0.748851557568803 0.945289854384198 
0.201572174601660 0.778517961108585 0.620125757537615 0.240375433614691 0.331412178049451 
0.424697447547884 0.312210836930765 0.112470909508493 0.591079623283468 0.021475055625750 
0.416753327569953 0.126893136495641 0.308424603743449 0.975563405688392 0.891227188869149 
0.255725501119473 0.076676459643482 0.989254636781032 0.273835916477066 0.999620488074327 
0.284067438831410 0.208353711986560 0.933721516885567 0.188693400633543 0.144091066610192 
0.409768016013782 0.619414492676642 0.482040588563589 0.604667615316926 0.256286817769608 
0.182040184184873 0.073217215345305 0.908421153990862 0.962069110832335 0.136017284332094 
0.927735536027857 0.280196113385353 0.698740113546174 0.927806217937743 0.999733886140687 
0.215609595227210 0.947269726942672 0.850617746658210 0.424254490686160 0.528060516447374 
0.629554714042814 0.811830310317975 0.832816176463029 0.646199557025675 0.335705803874698 
0.128259697622449 0.021899055283759 0.426851463849953 0.314564844187047 0.243065114543876 
0.952630133917024 0.619737170473317 0.938673921471386 0.210726470142155 0.148455967542891 
0.950926557452212 0.841006035460709 0.948743394214362 0.632103318649197 0.414951075183454 
0.870361551096686 0.394760822133963 0.453888315957223 0.134075465367244 0.287928481550356 
0.241847191426608 0.003776833123706 0.183862672417855 0.352863793393927 0.998211531055153 
0.512383207161322 0.376478869410086 0.187702076235058 0.691476513408987 0.854275957303198 
0.169198106182828 0.241893673994881 0.790438011816064 0.543502274908469 0.325658720579504 
0.343865309505692 0.543226733309634 0.833516729547290 0.303371861046026 0.294234072948602 
0.893501564780039 0.994305672594239 0.949860700856478 0.380008023801405 0.178453317487313 
0.314312732693572 0.981886525541398 0.031924596841390 0.643187165776717 0.912833855528475 
0.945757401972013 0.595292358361732 0.730081945057105 0.402130048590127 0.730009932134013 
0.390887226896131 0.023329442727501 0.326118617313561 0.779294642515132 0.990714955737122 
0.795911261144735 0.442765182584397 0.023502045730212 0.206581383396247 0.505733869228229 
0.095008134542616 0.710519790706056 0.438943661108182 0.527237124219386 0.727210085089940 
0.195608176364008 0.317571566831059 0.353719743784282 0.780094170452523 0.510147706801071 
0.374265353777067 0.237302488601950 0.098680905836461 0.297342293664270 0.506215280976850 
0.534315491700927 0.135289139851943 0.229577766029761 0.196211096664165 0.600075290923443 
0.489637868429593 0.970675194387671 0.833069761517313 0.770774429467257 0.157561382056428 
0.554701996308159 0.132122567410051 0.327576343750356 0.064828677321490 0.254517421896791 
0.126061820948415 0.865911749623043 0.495593223646601 0.592351693966092 0.592335170238599 
0.742428623534455 0.376103160546043 0.969366758316736 0.584587654576787 0.376363567189245 
0.575959494818156 0.325849146114287 0.105531196929131 0.679453100977240 0.501887138845547 
0.186083507683259 0.181225979633008 0.330572686512764 0.130270349690160 0.193155690381828 
0.243681668155594 0.624557311292624 0.281361167326730 0.668190075844685 0.720542872479850 
0.071671719661329 0.148346577196991 0.282183300076378 0.974056178922712 0.883583887299298 
0.084764705660242 0.097758369752784 0.984007635978936 0.826869079726895 0.825826711034971 
0.638859081373855 0.404829907742959 0.053642158648440 0.422328613366973 0.154981193696948 
0.949177928658768 0.067091948617550 0.408609949220789 0.862858862090996 0.367928252975984 
0.806617801636172 0.964793236877125 0.837283782788352 0.421997812037913 0.886276399200373 
0.399938109472860 0.895129024366146 0.064812347508038 0.251198518451514 0.071565688404111 
0.202102629825966 0.036935494047867 0.039081240312094 0.069589398802856 0.338602184205113 
0.792721665672490 0.083639553154791 0.915172863408136 0.635645099983084 0.983132635770315 
0.387419931931776 0.947351211915834 0.222232649053078 0.020854404071726 0.261418699995720 
0.997375119059186 0.038799675023040 0.573761933455166 0.014122189330771 0.081520486064306 
0.689807022431090 0.742981126803580 0.802467180685191 0.551427877186142 0.356352240443269 
0.807782370189407 0.188069924994824 0.766814113935470 0.141215228876871 0.710091591706503 
0.840180454421110 0.299415822485871 0.080183572871724 0.155753576552180 0.864992148581866 
0.130767826612605 0.093880515245267 0.288434962712879 0.261032838724495 0.510277259481147 
0.371190742434017 0.872014516648705 0.005523772421199 0.597655978607074 0.687531374952857 
0.364853389259904 0.847456920628055 0.109119917957152 0.183486945869588 0.512364322123173 
0.188693761482265 0.553797589802982 0.183759115960103 0.049527093025596 0.489772490627395 
0.992687912669022 0.003709033145373 0.459467030111972 0.436955401516255 0.684289077760316 
0.902347718767777 0.531236874639548 0.413828256078496 0.409185782822246 0.418408451861975 
0.206695279388759 0.686906530874050 0.244666717080486 0.550227491564807 0.819688081228480 
